"","Nombre","Marca","Precio","Supermercado","Hora","unidad","precio_unidad","Categoria","Subcategoria","Estado"
"20394","Escamas de Queso Parmigiano Reggiano","FERRARINI",2.35,"Consum",7155,"KILO",29.38,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20395","Nata Montar Pack de 3 Minibrik","CONSUM",1.95,"Consum",7156,"LITRO",3.25,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20396","La Gula del Norte","GULA NORTE",3.19,"Consum",7157,"KILO",31.9,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20397","Pieza precio aprox. - Pera Ercolini",NA,0.35,"Consum",7158,"KILO",3.49,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20398","Tomate Deshidratado Bandeja","TREVIJANO",3.19,"Consum",7159,"KILO",45.57,"Carnicería","Precocinados envasados","Añadir"
"20399","Recetas Caseras Lentejas con Verduritas","HERO",2.99,"Consum",7160,"KILO",7.87,"Galletas, bollos y cereales","Chocolates y bombones","Añadir"
"20400","Sobrasada Picante","ZAGAL",2.45,"Consum",7161,"KILO",12.25,"Patatas fritas, encurtidos y frutos secos","Lomo, chorizo, fuet, salchichón","Añadir"
"20401","Alga Wakame Deshidratada. Bandeja","TREVIJANO",2.65,"Consum",7162,"KILO",53,"Carnicería","Precocinados envasados","Añadir"
"20402","Jamón Cebo 50% Raza Ibérica","ELPOZO",3.99,"Consum",7163,"KILO",59.83,"Charcutería y quesos","Jamón curado y paleta","Añadir"
"20403","Tinta de Sepia","NORTINDAL",2.05,"Consum",7164,"100g",6.41,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20404","Leche y Cereales con Galleta Pack 2","NESTLE",2.55,"Consum",7165,"LITRO",5.1,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20405","Leche y Cereales con Miel Pack 2","NESTLE",2.55,"Consum",7166,"LITRO",5.1,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20406","Papilla 8 Cereales Galleta","NESTLE",3.95,"Consum",7167,"KILO",8.32,"Galletas, bollos y cereales","Galletas","Añadir"
"20407","Papilla 8 Cereales Miel","NESTLE",3.95,"Consum",7168,"KILO",8.32,"Galletas, bollos y cereales","Cereales","Añadir"
"20408","Recetas Caseras Cocido con Ternera P-2","HERO",2.99,"Consum",7169,"KILO",7.87,"Galletas, bollos y cereales","Chocolates y bombones","Añadir"
"20409","Rodajas de Mar Selectas","EMBUMAR",3.99,"Consum",7170,"KILO",19.95,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20410","Filetón Bacalao Islandia","CONSUM",5.99,"Consum",7171,"KILO",11.98,"Congelados","Pescado y marisco","Añadir"
"20411","Filete de Anchoa Aceite de Oliva MSC","G.CANTABRICO",2.19,"Consum",7172,"100g",13.69,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20412","Huevas de Islandia Rojas","ROYAL",2.35,"Consum",7173,"KILO",47,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20413","Tarrito Calabacín, Jamón y Queso Pack de 2","HERO",2.99,"Consum",7174,"KILO",7.87,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20414","Banderilla Boquerón y Aceituna","BRUIMAR",2.69,"Consum",7175,"KILO",20.78,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20415","Banderilla Anchoa y Boquerón","BRUIMAR",2.69,"Consum",7176,"KILO",28.32,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20416","Anillas a la Romana Rebozadas al Huevo","AGUINAMAR",3.99,"Consum",7177,"KILO",19,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20417","Banderilla Gildas","BRUIMAR",2.69,"Consum",7178,"KILO",28.32,"Banderillas y cocktails","Aceitunas y encurtidos","Añadir"
"20418","Pieza precio aprox. - Mojama de Atún Selección","ANGOMAR",9.3,"Consum",7179,"KILO",46.5,"Perfumería, higiene, salud","Cuidado bucal","Añadir"
"20419","Boquerón Cantábrico Ajo,Oliva y Perejil","BRUIMAR",3.99,"Consum",7180,"KILO",39.9,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20420","Actimel Actikids 6 Sabor Fresa-Plátano","DANONE",3.79,"Consum",7181,"KILO",6.32,"Perfumería, higiene, salud","Caramelos, chicles y golosinas","Añadir"
"20421","L Casei Natural Azucarado Pack 12 Ud.","CONSUM",2.35,"Consum",7182,"KILO",1.96,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20422","Escalopín de Lomo Tierno","ELPOZO",5.59,"Consum",7183,"KILO",9.32,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20423","L Casei Fresa-Plátano y Galleta Pack 12 ud.","CONSUM",2.35,"Consum",7183,"KILO",1.96,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20424","Filete Anchoa Cantábrico en Aceite de Oliva","BRUIMAR",6.19,"Consum",7184,"KILO",65.16,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20425","Delicias de Mar Pack 2 Unidades","CONSUM",1.69,"Consum",7185,"KILO",8.45,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20426","Sardina Marinada","BRUIMAR",1.4,"Consum",7187,"KILO",28,"Conservas, caldos y cremas","Sardinas y sardinillas","Añadir"
"20427","Pieza precio aprox. - Repollo Liso entero",NA,5.44,"Consum",7188,"KILO",1.85,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20428","Salchichas Bockwurst Frasco","MEICA",4.69,"Consum",7189,"KILO",18.76,"Aceites, salsas y especias","Conservas vegetales","Añadir"
"20429","Bandeja 450 g aprox. - Chorizo Tipo Pueblo","CONSUM",3.6,"Consum",7190,"KILO",7.99,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20430","Bandeja 300 g aprox. - Barbacoa Mini","CONSUM",2.55,"Consum",7191,"KILO",8.49,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20431","Bandeja 300 g aprox. - Botifarrón de Carne","CONSUM",2.49,"Consum",7192,"KILO",8.29,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20432","Bandeja 350 g aprox. - Morcilla de Cebolla Oreada","CONSUM",2.56,"Consum",7193,"KILO",7.29,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20433","Bandeja 250 g aprox. - Blanco","CONSUM",1.87,"Consum",7194,"KILO",7.49,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20434","Bandeja 400 g aprox. - Hígado de Cordero","CARNES FRESC",4.6,"Consum",7195,"KILO",11.5,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20435","Bandeja 450 g aprox. - Blanco y Rojo","CONSUM",4.27,"Consum",7196,"KILO",9.49,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20436","Bandeja 200 g aprox. - Tocino de Cerdo","CONSUM",0.95,"Consum",7197,"KILO",4.75,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20437","Cebolla Morada Malla",NA,1.45,"Consum",7198,"KILO",2.9,"Verduras","Ajos, cebollas y puerros","Añadir"
"20438","Bandeja 400 g aprox. - Chuletas de Paletilla","CONSUM",8.2,"Consum",7199,"KILO",20.5,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20439","Bandeja 550 g aprox. - Garreta / Brazuelo","CONSUM",7.18,"Consum",7200,"KILO",13,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20440","Bandeja 500 g aprox. - Chuletas de Pierna","CONSUM",9.5,"Consum",7201,"KILO",19,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20441","Bandeja 350 g aprox. - Paletillas de Conejo","CONSUM",6.09,"Consum",7202,"KILO",17.35,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20442","Manzana Golden Marlene Bandeja",NA,1.99,"Consum",7203,"KILO",2.65,"Carnicería","Precocinados envasados","Añadir"
"20443","Pimiento Tricolor",NA,1.99,"Consum",7204,"KILO",3.98,"Pimientos","Conservas vegetales","Añadir"
"20444","Bandeja 600 g aprox. - Secreto de Cerdo","CONSUM",4.28,"Consum",7205,"KILO",7.1,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20445","Leche en Polvo 1% de Materia Grasa","ASTURIANA",8.49,"Consum",7206,"KILO",8.49,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20446","Bandeja 350 g aprox. - Lomos de Conejo","CONSUM",4.7,"Consum",7207,"KILO",13.4,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20447","Aperitivo Sabor Mediterráneos","BURGO ARIAS",2.85,"Consum",7208,"KILO",28.5,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas","Añadir"
"20448","Bandeja 600 g aprox. - Estofado de Pavo","ALDELIS",4.76,"Consum",7209,"KILO",7.9,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20449","Bandeja 450 g aprox. - Pechuga de Pavo Adobada Pimentón","ALDELIS",4.39,"Consum",7210,"KILO",9.75,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20450","Bandeja 350 g aprox. - Lomo Extra Ajillo","LORIENTE",2.96,"Consum",7211,"KILO",8.45,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20451","Calabacín Blanco Bandeja",NA,2.49,"Consum",7211,"KILO",3.11,"Carnicería","Vino blanco","Añadir"
"20452","Bandeja 400 g aprox. - Churrasquitos de Cordero","CONSUM",5.7,"Consum",7212,"KILO",14.25,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20453","Bandeja 500 g aprox. - Muslo de Pollo Deshuesado","CONSUM",2.95,"Consum",7213,"KILO",5.9,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20454","Bandeja 550 g aprox. - Cuarto Trasero de Pollo Certificado","CONSUM",2.73,"Consum",7214,"KILO",4.95,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20455","Bandeja 600 g aprox. - Pechuga Fileteada de Pollo Certificado","CONSUM",5.6,"Consum",7215,"KILO",9.29,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20456","Bebida de Chufa 0% Azúcares Añadidos","MERCADER",1.65,"Consum",7216,"LITRO",1.65,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20457","Col Lombarda Pieza Peso Aprox. 1 K.",NA,1.99,"Consum",7218,"KILO",1.99,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20458","Apio Blanco Bolsa",NA,1.99,"Consum",7219,"KILO",4.98,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas","Añadir"
"20459","Pieza precio aprox. - Calabaza entera",NA,3.38,"Consum",7220,"KILO",2.3,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20460","Pieza precio aprox. - Yuca",NA,2.89,"Consum",7221,"KILO",3.29,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20461","Dátil en Rama Bandeja",NA,3.79,"Consum",7222,"KILO",7.58,"Perfumería, higiene, salud","Cuidado bucal","Añadir"
"20462","Panoja de MaÍz Fresca Bandeja",NA,2.99,"Consum",7223,"KILO",7.48,"Perfumería, higiene, salud","Cuidado bucal","Añadir"
"20463","Pimiento Picante Bandeja",NA,1.59,"Consum",7224,"KILO",15.9,"Carnicería","Precocinados envasados","Añadir"
"20464","Champiñón Granel",NA,4.99,"Consum",7225,"KILO",4.99,"Frutas","Tomates, pimientos y pepinos","Añadir"
"20465","Cebolla Francesa Malla",NA,1.39,"Consum",7226,"KILO",2.78,"Verduras","Ajos, cebollas y puerros","Añadir"
"20466","Cebolla Blanca Malla",NA,1.49,"Consum",7227,"KILO",2.98,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados","Añadir"
"20467","Zanahoria Baby","FLORETTE",1.39,"Consum",7229,"KILO",11.12,"Bebé","Conservas vegetales","Añadir"
"20468","Bebida Avena Brik","ALPRO",1.99,"Consum",7229,"LITRO",1.99,"Agua, refrescos y zumos","Zumos","Añadir"
"20469","Manzana Red Marlene Bandeja",NA,1.99,"Consum",7230,"KILO",2.65,"Carnicería","Precocinados envasados","Añadir"
"20470","Col Rizada Pieza Peso Aproximado 1.200Gr",NA,1.99,"Consum",7231,"KILO",1.66,"Azúcar, chocolates y caramelos","Chocolates y bombones","Añadir"
"20471","Leche sin Lactosa 0% Desnatada Brik","ASTURIANA",1.19,"Consum",7232,"LITRO",1.19,"Azúcar, chocolates y caramelos","Chocolates y bombones","Añadir"
"20472","Smarties Mix In Sabor Vainilla","NESTLE",1.99,"Consum",7233,"KILO",7.77,"Perfumería, higiene, salud","Caramelos, chicles y golosinas","Añadir"
"20473","Tarrito Solo Eco Pera y Manzana","HERO",1.55,"Consum",7234,"KILO",12.92,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20474","Pieza precio aprox. - Naranja Bollo Granel","BOLLO",0.74,"Consum",7235,"KILO",2.59,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20475","Edulcorante Líquido","CONSUM",1.69,"Consum",7236,"LITRO",5.63,"Limpieza y hogar","Cuidado de la ropa","Añadir"
"20476","Petit para Llevar Sabor Fresa Pack de 4 U","CONSUM KIDS",1.49,"Consum",7237,"KILO",4.66,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20477","Zanahoria Manojo",NA,1.99,"Consum",7238,"KILO",2.84,"Verduras","Conservas vegetales","Añadir"
"20478","Preparado cocinar Vegetal Soja","ALPRO",1.75,"Consum",7239,"LITRO",5.96,"Yogures y postres","Preparados para postres","Añadir"
"20479","Huevo XL Jumbo 1/2 Docena","MONTERDE",2.02,"Consum",7240,"DOCENA",4.04,"Leche, huevos y mantequilla","Huevos","Añadir"
"20480","Queso Oveja Viejo con Romero","CARMEN",4.74,"Consum",7241,"KILO",23.7,"Galletas, bollos y cereales","Chocolates y bombones","Añadir"
"20481","Batido al Cacao Botella","PULEVA",2.05,"Consum",7242,"LITRO",2.05,"Perfumería, higiene, salud","Galletas","Añadir"
"20482","Ensalada de Ahumados","ANGOMAR",1.15,"Consum",7243,"100g",2.88,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20483","Champiñon Portobello Bandeja",NA,1.95,"Consum",7244,"KILO",7.8,"Carnicería","Precocinados envasados","Añadir"
"20484","Floretes Brócoli Bandeja",NA,1.99,"Consum",7245,"KILO",4.98,"Carnicería","Precocinados envasados","Añadir"
"20485","Mantequilla Fácil Untar Ligera sin Lactosa Tarrina","ASTURIANA",3.65,"Consum",7246,"KILO",14.6,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas","Añadir"
"20486","Ajo Ecológico","CONSUM ECO",1.99,"Consum",7247,"KILO",9.95,"Estropajos","Utensilios de limpieza","Añadir"
"20487","Remolacha BIO Al Vapor",NA,1.59,"Consum",7248,"KILO",3.18,"Perfumería, higiene, salud","Galletas","Añadir"
"20488","Dientes Ajo Negro Pelado Ecológico","CONSUM ECO",5.29,"Consum",7249,"KILO",88.17,"Perfumería, higiene, salud","Cuidado bucal","Añadir"
"20489","Limón Ecológico","CONSUM ECO",1.69,"Consum",7250,"KILO",3.38,"Agua, refrescos y zumos","Limón, lima limón","Añadir"
"20490","Remolacha ECOLÓGICA Manojo",NA,1.49,"Consum",7251,"KILO",3.73,"Bebé","Conservas vegetales","Añadir"
"20491","Apio Ecológico","CONSUM ECO",1.49,"Consum",7252,"KILO",4.97,"Conservas, caldos y cremas","Café","Añadir"
"20492","Aguacate Ecológico",NA,2.79,"Consum",7253,"KILO",9.3,"Perfumería, higiene, salud","Frutas tropicales","Añadir"
"20493","Brócoli Ecológico","CONSUM ECO",1.89,"Consum",7254,"KILO",3.78,"Conservas, caldos y cremas","Café","Añadir"
"20494","Pouche Supernanos Yogur Griego y Cookies","HERO",1.19,"Consum",7255,"KILO",10,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20495","Jengibre Ecológico","CONSUM ECO",1.79,"Consum",7257,"KILO",11.93,"Café, cacao e infusiones","Té e infusiones","Añadir"
"20496","Pieza precio aprox. - Papayón entero",NA,8.32,"Consum",7257,"KILO",5.49,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20497","Leche Condensada Entera","CONSUM",2.3,"Consum",7258,"KILO",6.22,"Azúcar, chocolates y caramelos","Chocolates y bombones","Añadir"
"20498","Mousse de Café Pack de 4 Unidades","LA LECHERA",1.99,"Consum",7259,"KILO",8.43,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20499","Cuajada Natural Azucarada Pack de 2 U","DANONE",1.49,"Consum",7260,"KILO",5.52,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20500","Salami Finas Hierbas Finas Lonchas","SOLÀ",2.75,"Consum",7261,"KILO",18.33,"En lonchas","Cremas y licores","Añadir"
"20501","Palito Maruca Inglés","ANGOMAR",2.19,"Consum",7262,"KILO",29.2,"Panes, harinas y masas","Picos y panes tostados","Añadir"
"20502","Anchoas en Salmuera","BRUIMAR",4.7,"Consum",7263,"KILO",22.38,"Perfumería, higiene, salud","Cuidado bucal","Añadir"
"20503","Philadelphia Light Tarrina","PHILADELPHIA",3.55,"Consum",7264,"KILO",10.14,"Charcutería y quesos","Helados y hielo","Añadir"
"20504","Batido Cacao 0% Botella","CACAOLAT",2.5,"Consum",7265,"LITRO",2.5,"Cervezas, vinos y bebidas con alcohol","Vino tinto","Añadir"
"20505","Mozzarella Fresca Light","TOSCANELLA",1.75,"Consum",7266,"KILO",17.5,"Agua, refrescos y zumos","Bebidas isotónicas","Añadir"
"20506","Philadelphia Salmón","PHILADELPHIA",2.49,"Consum",7267,"KILO",16.6,"Mascotas","Gatos","Añadir"
"20507","Tarrito Solo Eco Pera, Plátano y Zanahoria","HERO",1.5,"Consum",7269,"KILO",12.5,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20508","Horchata Maestro Botella","CHUFI",1.99,"Consum",7270,"LITRO",1.99,"Cervezas, vinos y bebidas con alcohol","Vino tinto","Añadir"
"20509","Bebida de Almendra sin Azúcar","ALMENDROLA",1.99,"Consum",7271,"LITRO",1.69,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20510","Marineras Merluza y Gambas",NA,2.99,"Consum",7272,"KILO",18.69,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20511","Lomo Adobado Horno Artesano","EL POZO",4.65,"Consum",7273,"KILO",9.3,"Lomo","Cerdo","Añadir"
"20512","Queso Azul Vaca Oveja Porción","PEÑASANTA",2.26,"Consum",7274,"KILO",18.08,"Charcutería y quesos","Queso curado, semicurado y tierno","Añadir"
"20513","Horchata Brik","OR XATA",1.15,"Consum",7275,"LITRO",1.15,"Leche, huevos y mantequilla","Zumos","Añadir"
"20514","Horchata Brik","POLO",1.79,"Consum",7276,"LITRO",1.79,"Leche, huevos y mantequilla","Zumos","Añadir"
"20515","Zanahoria Rallada Bolsa","FLORETTE",1.06,"Consum",7277,"KILO",7.07,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas","Añadir"
"20516","Leche Evaporada Pack de 3","BENESTARE",1.63,"Consum",7277,"LITRO",2.72,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20517","Leche Sin Lactosa Entera","CONSUM",0.99,"Consum",7279,"LITRO",0.99,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas","Añadir"
"20518","Batido Cacao Minibrik Pack de 3","CHOLECK",1.49,"Consum",7280,"LITRO",2.48,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20519","Nesquik Shake para Beber","NESTLE",1.49,"Consum",7281,"LITRO",6.39,"Mascotas","Perros","Añadir"
"20520","Rabo de Cerdo Cocido","FERGONVI",4.19,"Consum",7282,"KILO",8.38,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20521","Bandeja 500 g aprox. - Alas Partidas de Pollo Certificado","CONSUM",3.55,"Consum",7283,"KILO",7.1,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20522","Leche Sin Lactosa Desnatada Botella","PULEVA",1.29,"Consum",7283,"LITRO",1.09,"Cervezas, vinos y bebidas con alcohol","Vino tinto","Añadir"
"20523","Leche Sin Lactosa Semidesnatada Botella","PULEVA",1.29,"Consum",7284,"LITRO",1.09,"Cervezas, vinos y bebidas con alcohol","Vino tinto","Añadir"
"20524","Batido de Chocolate sin Lactosa Pack de 6","PULEVA",2.99,"Consum",7285,"LITRO",2.49,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20525","Salchicha Doble Leche","CAMPOFRÍO",0.92,"Consum",7286,"KILO",6.57,"Azúcar, chocolates y caramelos","Chocolates y bombones","Añadir"
"20526","Burger de Pollo Certificado 2 Unidades","CONSUM",2.85,"Consum",7288,"KILO",11.88,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20527","Leche Condensada Entera Sirvefácil","CONSUM",2.65,"Consum",7288,"KILO",5.89,"Azúcar, chocolates y caramelos","Chocolates y bombones","Añadir"
"20528","Leche Condensada Desnatada Sirvefácil","CONSUM",2.95,"Consum",7289,"KILO",6.56,"Azúcar, chocolates y caramelos","Chocolates y bombones","Añadir"
"20529","Queso Oveja al Pedro Ximénez","CARMEN",4.05,"Consum",7290,"KILO",20.25,"Perfumería, higiene, salud","Galletas","Añadir"
"20530","Salchichón de Toledo","EMB. ESPAÑA",4.95,"Consum",7291,"KILO",19.04,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20531","Pouche Solo Eco Pera,Platano y naranja","HERO",1.59,"Consum",7292,"KILO",15.9,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20532","Bandeja 2 kg aprox. - Cuartos Traseros Pollo Familiar","CONSUM",6.4,"Consum",7293,"KILO",3.2,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20533","Café con Leche Botella","PULEVA",2.19,"Consum",7294,"LITRO",1.85,"Cervezas, vinos y bebidas con alcohol","Chocolates y bombones","Añadir"
"20534","Queso Fresco Artesano al Punto de Sal","EL VENTERO",2.55,"Consum",7296,"KILO",10.2,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
